year,month,date,site,transect,replicate,size_mm,num_ao,area
2012,8,8/24/12,aque,2,C,68,0,300
2012,8,8/24/12,aque,4,A,62,0,300
2012,8,8/24/12,aque,4,A,70,0,300
2012,8,8/24/12,aque,4,A,75,0,300
2012,8,8/24/12,aque,4,A,87,0,300
2012,8,8/24/12,aque,4,B,63,0,300
2012,8,8/24/12,aque,4,B,63,0,300
2012,8,8/24/12,aque,4,B,77,0,300
2012,8,8/24/12,aque,4,B,85,0,300
2012,8,8/24/12,aque,4,B,85,0,300
2012,8,8/24/12,aque,5,C,64,0,300
2012,8,8/24/12,aque,5,C,65,0,300
2012,8,8/24/12,aque,5,C,65,0,300
2012,8,8/24/12,aque,5,C,70,0,300
2012,8,8/24/12,aque,5,C,78,0,300
2012,8,8/24/12,aque,5,C,80,0,300
2012,8,8/24/12,aque,5,C,85,0,300
2012,8,8/24/12,aque,5,C,88,0,300
2012,8,8/24/12,aque,5,C,89,0,300
2012,8,8/24/12,aque,5,C,90,0,300
2012,8,8/24/12,aque,5,D,60,0,300
2012,8,8/24/12,aque,7,A,65,0,300
2012,8,8/24/12,aque,7,A,70,0,300
2012,8,8/24/12,aque,7,A,72,0,300
2012,8,8/24/12,aque,7,A,75,0,300
2012,8,8/27/12,carp,1,B,95,0,300
2012,8,8/27/12,carp,1,C,85,0,300
2012,8,8/27/12,carp,1,C,85,0,300
2012,8,8/27/12,carp,1,C,90,0,300
2012,8,8/27/12,carp,1,C,90,0,300
2012,8,8/27/12,carp,1,C,95,0,300
2012,8,8/27/12,carp,2,A,60,0,300
2012,8,8/27/12,carp,2,A,65,0,300
2012,8,8/27/12,carp,2,A,65,0,300
2012,8,8/27/12,carp,2,A,65,0,300
2012,8,8/27/12,carp,2,A,68,0,300
2012,8,8/27/12,carp,2,A,70,0,300
2012,8,8/27/12,carp,2,A,75,0,300
2012,8,8/27/12,carp,2,A,75,0,300
2012,8,8/27/12,carp,2,A,78,0,300
2012,8,8/27/12,carp,2,A,78,0,300
2012,8,8/27/12,carp,2,A,80,0,300
2012,8,8/27/12,carp,2,C,60,0,300
2012,8,8/27/12,carp,2,C,60,0,300
2012,8,8/27/12,carp,2,C,60,0,300
2012,8,8/27/12,carp,2,C,64,0,300
2012,8,8/27/12,carp,2,C,65,0,300
2012,8,8/27/12,carp,2,C,75,0,300
2012,8,8/27/12,carp,2,C,76,0,300
2012,8,8/27/12,carp,2,C,78,0,300
2012,8,8/27/12,carp,2,C,82,0,300
2012,8,8/27/12,carp,2,C,85,0,300
2012,8,8/27/12,carp,2,D,52,0,300
2012,8,8/27/12,carp,2,D,57,0,300
2012,8,8/27/12,carp,2,D,58,0,300
2012,8,8/27/12,carp,2,D,61,0,300
2012,8,8/27/12,carp,2,D,62,0,300
2012,8,8/27/12,carp,2,D,64,0,300
2012,8,8/27/12,carp,2,D,65,0,300
2012,8,8/27/12,carp,2,D,68,0,300
2012,8,8/27/12,carp,2,D,70,0,300
2012,8,8/27/12,carp,2,D,72,0,300
2012,8,8/27/12,carp,2,D,78,0,300
2012,8,8/27/12,carp,2,D,81,0,300
2012,8,8/27/12,carp,2,D,85,0,300
2012,8,8/27/12,carp,2,D,88,0,300
2012,8,8/27/12,carp,2,D,92,0,300
2012,8,8/27/12,carp,3,B,58,0,300
2012,8,8/27/12,carp,3,C,74,0,300
2012,8,8/27/12,carp,3,C,75,0,300
2012,8,8/27/12,carp,3,C,80,0,300
2012,8,8/27/12,carp,3,C,80,0,300
2012,8,8/27/12,carp,3,C,80,0,300
2012,8,8/27/12,carp,3,C,85,0,300
2012,8,8/27/12,carp,3,C,85,0,300
2012,8,8/27/12,carp,3,C,90,0,300
2012,8,8/27/12,carp,3,D,75,0,300
2012,8,8/27/12,carp,3,D,78,0,300
2012,8,8/27/12,carp,3,D,80,0,300
2012,8,8/27/12,carp,3,D,95,0,300
2012,8,8/27/12,carp,4,A,55,0,300
2012,8,8/27/12,carp,4,A,71,0,300
2012,8,8/27/12,carp,4,B,74,0,300
2012,8,8/27/12,carp,4,B,156,0,300
2012,8,8/27/12,carp,4,C,72,0,300
2012,8,8/27/12,carp,5,A,68,0,300
2012,8,8/27/12,carp,5,A,71,0,300
2012,8,8/27/12,carp,5,C,60,1,300
2012,8,8/27/12,carp,5,D,62,0,300
2012,8,8/27/12,carp,5,D,65,0,300
2012,8,8/27/12,carp,5,D,65,0,300
2012,8,8/27/12,carp,6,B,98,0,300
2012,8,8/28/12,carp,7,B,66,0,300
2012,8,8/28/12,carp,7,B,68,0,300
2012,8,8/28/12,carp,7,D,47,0,300
2012,8,8/28/12,carp,8,A,68,0,300
2012,8,8/28/12,carp,8,B,65,0,300
2012,8,8/28/12,carp,9,B,58,0,300
2012,8,8/28/12,carp,9,B,81,0,300
2012,8,8/28/12,carp,9,B,82,0,300
2012,8,8/28/12,carp,9,B,84,0,300
2012,8,8/28/12,carp,9,C,75,0,300
2012,8,8/28/12,carp,9,C,77,0,300
2012,8,8/29/12,mohk,1,A,65,0,300
2012,8,8/29/12,mohk,1,A,70,0,300
2012,8,8/29/12,mohk,1,A,75,0,300
2012,8,8/29/12,mohk,1,A,75,0,300
2012,8,8/29/12,mohk,1,A,75,0,300
2012,8,8/29/12,mohk,1,A,80,0,300
2012,8,8/29/12,mohk,1,A,80,0,300
2012,8,8/29/12,mohk,1,A,82,0,300
2012,8,8/29/12,mohk,1,A,82,0,300
2012,8,8/29/12,mohk,1,A,84,0,300
2012,8,8/29/12,mohk,1,A,85,0,300
2012,8,8/29/12,mohk,1,A,85,0,300
2012,8,8/29/12,mohk,1,B,68,0,300
2012,8,8/29/12,mohk,1,B,70,0,300
2012,8,8/29/12,mohk,1,B,72,0,300
2012,8,8/29/12,mohk,1,B,75,0,300
2012,8,8/29/12,mohk,1,B,75,0,300
2012,8,8/29/12,mohk,1,B,75,0,300
2012,8,8/29/12,mohk,1,B,78,0,300
2012,8,8/29/12,mohk,1,B,85,0,300
2012,8,8/29/12,mohk,1,B,88,0,300
2012,8,8/29/12,mohk,1,C,75,0,300
2012,8,8/29/12,mohk,1,C,80,0,300
2012,8,8/29/12,mohk,1,C,84,0,300
2012,8,8/29/12,mohk,1,D,60,0,300
2012,8,8/29/12,mohk,1,D,62,0,300
2012,8,8/29/12,mohk,1,D,65,0,300
2012,8,8/29/12,mohk,1,D,65,0,300
2012,8,8/29/12,mohk,1,D,68,0,300
2012,8,8/29/12,mohk,1,D,68,0,300
2012,8,8/29/12,mohk,1,D,68,0,300
2012,8,8/29/12,mohk,1,D,68,0,300
2012,8,8/29/12,mohk,1,D,70,0,300
2012,8,8/29/12,mohk,1,D,70,0,300
2012,8,8/29/12,mohk,1,D,72,0,300
2012,8,8/29/12,mohk,1,D,72,0,300
2012,8,8/29/12,mohk,1,D,72,0,300
2012,8,8/29/12,mohk,1,D,72,0,300
2012,8,8/29/12,mohk,1,D,75,0,300
2012,8,8/29/12,mohk,1,D,75,0,300
2012,8,8/29/12,mohk,1,D,75,0,300
2012,8,8/29/12,mohk,1,D,80,0,300
2012,8,8/29/12,mohk,1,D,85,0,300
2012,8,8/29/12,mohk,1,D,85,0,300
2012,8,8/29/12,mohk,1,D,85,0,300
2012,8,8/29/12,mohk,1,D,88,0,300
2012,8,8/29/12,mohk,1,D,88,0,300
2012,8,8/29/12,mohk,2,B,60,0,300
2012,8,8/29/12,mohk,2,B,65,0,300
2012,8,8/29/12,mohk,2,B,68,0,300
2012,8,8/29/12,mohk,2,B,75,0,300
2012,8,8/29/12,mohk,2,B,78,0,300
2012,8,8/29/12,mohk,2,B,85,0,300
2012,8,8/29/12,mohk,2,D,55,0,300
2012,8,8/29/12,mohk,2,D,65,0,300
2012,8,8/29/12,mohk,2,D,66,0,300
2012,8,8/29/12,mohk,2,D,75,0,300
2012,8,8/29/12,mohk,2,D,75,0,300
2012,8,8/29/12,mohk,2,D,77,0,300
2012,8,8/29/12,mohk,2,D,80,0,300
2012,8,8/29/12,mohk,2,D,80,0,300
2012,8,8/29/12,mohk,2,D,82,0,300
2012,8,8/29/12,mohk,2,D,82,0,300
2012,8,8/29/12,mohk,2,D,82,0,300
2012,8,8/29/12,mohk,2,D,84,0,300
2012,8,8/29/12,mohk,2,D,85,0,300
2012,8,8/29/12,mohk,2,D,90,0,300
2012,8,8/29/12,mohk,2,D,90,0,300
2012,8,8/29/12,mohk,2,D,90,0,300
2012,8,8/29/12,mohk,2,D,90,0,300
2012,8,8/29/12,mohk,2,D,95,0,300
2012,8,8/29/12,mohk,2,D,95,0,300
2012,8,8/29/12,mohk,2,D,105,0,300
2012,8,8/29/12,mohk,2,D,110,0,300
2012,8,8/29/12,mohk,2,D,110,0,300
2012,8,8/29/12,mohk,3,A,65,0,300
2012,8,8/29/12,mohk,3,A,72,0,300
2012,8,8/29/12,mohk,3,C,60,0,300
2012,8,8/29/12,mohk,3,C,65,0,300
2012,8,8/29/12,mohk,3,C,68,0,300
2012,8,8/29/12,mohk,3,C,75,0,300
2012,8,8/29/12,mohk,3,C,80,0,300
2012,8,8/29/12,mohk,3,C,82,0,300
2013,8,8/21/13,ivee,3,A,60,0,300
2013,8,8/21/13,ivee,3,A,62,0,300
2013,8,8/21/13,ivee,3,A,64,0,300
2013,8,8/21/13,ivee,3,A,65,1,300
2013,8,8/21/13,ivee,3,A,72,1,300
2013,8,8/21/13,ivee,3,A,74,1,300
2013,8,8/21/13,ivee,3,A,78,0,300
2013,8,8/21/13,ivee,3,A,79,0,300
2013,8,8/21/13,ivee,3,A,80,0,300
2013,8,8/21/13,ivee,3,A,82,0,300
2013,8,8/21/13,ivee,3,B,58,0,300
2013,8,8/21/13,ivee,3,B,72,1,300
2013,8,8/21/13,ivee,3,B,75,0,300
2013,8,8/21/13,ivee,3,C,68,0,300
2013,8,8/21/13,ivee,3,C,75,0,300
2013,8,8/21/13,ivee,4,A,64,0,300
2013,8,8/21/13,ivee,4,A,70,0,300
2013,8,8/21/13,ivee,4,A,74,0,300
2013,8,8/21/13,ivee,4,B,65,0,300
2013,8,8/21/13,ivee,4,B,70,0,300
2013,8,8/21/13,ivee,4,B,78,0,300
2013,8,8/21/13,ivee,4,B,83,0,300
2013,8,8/21/13,ivee,4,B,85,0,300
2013,8,8/21/13,ivee,4,C,70,0,300
2013,8,8/21/13,ivee,4,C,75,0,300
2013,8,8/21/13,ivee,5,A,75,0,300
2013,8,8/21/13,ivee,5,A,78,0,300
2013,8,8/21/13,ivee,5,A,82,0,300
2013,8,8/21/13,ivee,5,A,85,0,300
2013,8,8/21/13,ivee,5,A,85,0,300
2013,8,8/21/13,ivee,5,B,77,0,300
2013,8,8/21/13,ivee,5,B,83,0,300
2013,8,8/21/13,ivee,5,D,80,0,300
2013,8,8/21/13,ivee,6,B,62,0,300
2013,8,8/21/13,ivee,6,D,85,0,300
2013,8,8/21/13,ivee,7,B,65,0,300
2013,8,8/21/13,ivee,7,B,72,0,300
2013,8,8/21/13,ivee,7,D,68,0,300
2013,8,8/21/13,ivee,7,D,78,0,300
2013,8,8/21/13,ivee,8,D,78,0,300
2013,8,8/22/13,napl,1,A,62,0,300
2013,8,8/22/13,napl,1,A,65,1,300
2013,8,8/22/13,napl,1,C,70,0,300
2013,8,8/22/13,napl,1,D,75,0,300
2013,8,8/22/13,napl,2,B,70,1,300
2013,8,8/22/13,napl,2,B,80,0,300
2013,8,8/22/13,napl,2,C,54,0,300
2013,8,8/22/13,napl,2,C,70,0,300
2013,8,8/22/13,napl,2,C,70,0,300
2013,8,8/22/13,napl,2,C,72,0,300
2013,8,8/22/13,napl,2,C,105,0,300
2013,8,8/22/13,napl,2,D,108,0,300
2013,8,8/22/13,napl,3,A,81,0,300
2013,8,8/22/13,napl,3,A,95,0,300
2013,8,8/22/13,napl,3,A,110,0,300
2013,8,8/22/13,napl,3,B,70,0,300
2013,8,8/22/13,napl,3,B,75,0,300
2013,8,8/22/13,napl,3,B,85,0,300
2013,8,8/22/13,napl,3,B,90,0,300
2013,8,8/22/13,napl,3,C,68,0,300
2013,8,8/22/13,napl,3,C,70,0,300
2013,8,8/22/13,napl,3,C,75,0,300
2013,8,8/22/13,napl,3,D,60,0,300
2013,8,8/22/13,napl,3,D,72,0,300
2013,8,8/22/13,napl,3,D,75,0,300
2013,8,8/22/13,napl,5,A,68,1,300
2013,8,8/22/13,napl,5,A,76,1,300
2013,8,8/22/13,napl,5,B,48,0,300
2013,8,8/22/13,napl,5,B,55,0,300
2013,8,8/22/13,napl,5,B,92,0,300
2013,8,8/22/13,napl,5,C,62,0,300
2013,8,8/22/13,napl,5,C,64,0,300
2013,8,8/22/13,napl,5,C,65,0,300
2013,8,8/22/13,napl,5,C,66,0,300
2013,8,8/22/13,napl,5,C,68,0,300
2013,8,8/22/13,napl,5,C,90,0,300
2013,8,8/22/13,napl,5,D,65,0,300
2013,8,8/22/13,napl,5,D,76,0,300
2013,8,8/22/13,napl,5,D,79,0,300
2013,8,8/22/13,napl,6,A,80,0,300
2013,8,8/22/13,napl,6,B,72,0,300
2013,8,8/22/13,napl,6,B,77,0,300
2013,8,8/22/13,napl,6,C,64,0,300
2013,8,8/22/13,napl,6,C,64,0,300
2013,8,8/22/13,napl,6,C,65,0,300
2013,8,8/22/13,napl,6,C,90,0,300
2013,8,8/22/13,napl,6,C,98,0,300
2013,8,8/22/13,napl,6,D,74,0,300
2013,8,8/22/13,napl,7,C,74,0,300
2013,8,8/22/13,napl,7,D,80,0,300
2013,8,8/22/13,napl,7,D,86,0,300
2013,8,8/22/13,napl,8,A,62,0,300
2013,8,8/22/13,napl,8,A,93,0,300
2013,8,8/22/13,napl,8,D,65,0,300
2013,8,8/22/13,napl,9,A,62,0,300
2013,8,8/22/13,napl,9,A,64,0,300
2013,8,8/22/13,napl,9,A,71,0,300
2013,8,8/22/13,napl,9,A,78,0,300
2013,8,8/22/13,napl,9,A,79,0,300
2013,8,8/22/13,napl,9,A,82,0,300
2013,8,8/22/13,napl,9,A,84,0,300
2013,8,8/22/13,napl,9,A,100,0,300
2013,8,8/22/13,napl,9,C,80,0,300
2013,8,8/23/13,mohk,1,B,80,0,300
2013,8,8/23/13,mohk,1,C,75,1,300
2013,8,8/23/13,mohk,1,C,85,0,300
2013,8,8/23/13,mohk,1,D,76,1,300
2013,8,8/23/13,mohk,1,D,78,1,300
2013,8,8/23/13,mohk,1,D,80,0,300
2013,8,8/23/13,mohk,2,A,62,0,300
2013,8,8/23/13,mohk,2,B,60,1,300
2013,8,8/23/13,mohk,2,B,65,0,300
2013,8,8/23/13,mohk,2,B,83,0,300
2013,8,8/23/13,mohk,2,C,60,1,300
2013,8,8/23/13,mohk,2,D,60,1,300
2013,8,8/23/13,mohk,3,A,60,1,300
2013,8,8/23/13,mohk,3,A,67,1,300
2013,8,8/23/13,mohk,3,C,87,0,300
2013,8,8/26/13,aque,1,A,75,0,300
2013,8,8/26/13,aque,1,A,80,0,300
2013,8,8/26/13,aque,1,B,65,0,300
2013,8,8/26/13,aque,1,B,80,0,300
2013,8,8/26/13,aque,1,B,90,0,300
2013,8,8/26/13,aque,1,C,80,0,300
2013,8,8/26/13,aque,1,C,85,0,300
2013,8,8/26/13,aque,2,B,58,0,300
2013,8,8/26/13,aque,2,B,78,0,300
2013,8,8/26/13,aque,4,A,65,0,300
2013,8,8/26/13,aque,4,A,75,0,300
2013,8,8/26/13,aque,4,A,78,0,300
2013,8,8/26/13,aque,4,A,81,0,300
2013,8,8/26/13,aque,4,A,85,0,300
2013,8,8/26/13,aque,4,D,73,0,300
2013,8,8/26/13,aque,4,D,85,0,300
2013,8,8/26/13,aque,4,D,86,0,300
2013,8,8/26/13,aque,5,A,47,0,300
2013,8,8/26/13,aque,5,A,48,0,300
2013,8,8/26/13,aque,5,C,60,0,300
2013,8,8/26/13,aque,5,C,60,0,300
2013,8,8/26/13,aque,5,C,65,0,300
2013,8,8/26/13,aque,5,C,65,0,300
2013,8,8/26/13,aque,5,C,65,0,300
2013,8,8/26/13,aque,5,C,65,0,300
2013,8,8/26/13,aque,5,C,70,1,300
2013,8,8/26/13,aque,5,C,75,1,300
2013,8,8/26/13,aque,5,C,78,1,300
2013,8,8/26/13,aque,5,C,85,0,300
2013,8,8/26/13,aque,5,C,95,0,300
2013,8,8/26/13,aque,7,A,56,0,300
2013,8,8/26/13,aque,7,B,55,0,300
2013,8,8/27/13,carp,1,A,77,1,300
2013,8,8/27/13,carp,1,C,81,0,300
2013,8,8/27/13,carp,1,D,75,0,300
2013,8,8/27/13,carp,1,D,76,0,300
2013,8,8/27/13,carp,1,D,78,0,300
2013,8,8/27/13,carp,2,A,66,1,300
2013,8,8/27/13,carp,2,A,68,1,300
2013,8,8/27/13,carp,2,A,70,0,300
2013,8,8/27/13,carp,2,A,80,1,300
2013,8,8/27/13,carp,2,C,68,0,300
2013,8,8/27/13,carp,2,C,70,0,300
2013,8,8/27/13,carp,2,C,70,0,300
2013,8,8/27/13,carp,2,C,75,0,300
2013,8,8/27/13,carp,2,C,75,0,300
2013,8,8/27/13,carp,2,C,75,0,300
2013,8,8/27/13,carp,2,C,75,0,300
2013,8,8/27/13,carp,2,C,80,0,300
2013,8,8/27/13,carp,2,C,80,0,300
2013,8,8/27/13,carp,2,C,80,0,300
2013,8,8/27/13,carp,2,C,82,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,85,0,300
2013,8,8/27/13,carp,2,C,86,0,300
2013,8,8/27/13,carp,2,C,90,0,300
2013,8,8/27/13,carp,2,C,90,0,300
2013,8,8/27/13,carp,2,C,90,0,300
2013,8,8/27/13,carp,2,C,95,0,300
2013,8,8/27/13,carp,2,D,72,0,300
2013,8,8/27/13,carp,2,D,72,0,300
2013,8,8/27/13,carp,2,D,75,0,300
2013,8,8/27/13,carp,2,D,75,0,300
2013,8,8/27/13,carp,2,D,78,0,300
2013,8,8/27/13,carp,2,D,79,0,300
2013,8,8/27/13,carp,2,D,82,0,300
2013,8,8/27/13,carp,2,D,83,0,300
2013,8,8/27/13,carp,2,D,85,0,300
2013,8,8/27/13,carp,2,D,87,0,300
2013,8,8/27/13,carp,2,D,90,0,300
2013,8,8/27/13,carp,3,D,65,0,300
2013,8,8/27/13,carp,4,A,59,0,300
2013,8,8/27/13,carp,4,A,60,0,300
2013,8,8/27/13,carp,4,C,79,0,300
2013,8,8/27/13,carp,4,C,81,0,300
2013,8,8/27/13,carp,4,D,78,0,300
2013,8,8/27/13,carp,5,A,65,0,300
2013,8,8/27/13,carp,5,A,68,0,300
2013,8,8/27/13,carp,5,A,68,0,300
2013,8,8/27/13,carp,5,A,71,0,300
2013,8,8/27/13,carp,5,A,75,0,300
2013,8,8/27/13,carp,5,A,76,0,300
2013,8,8/27/13,carp,5,A,77,0,300
2013,8,8/27/13,carp,5,A,78,0,300
2013,8,8/27/13,carp,5,A,80,0,300
2013,8,8/27/13,carp,5,B,63,0,300
2013,8,8/27/13,carp,5,B,75,0,300
2013,8,8/27/13,carp,5,C,70,0,300
2013,8,8/27/13,carp,5,C,72,0,300
2013,8,8/27/13,carp,5,C,75,0,300
2013,8,8/27/13,carp,5,C,78,0,300
2013,8,8/27/13,carp,5,D,65,0,300
2013,8,8/27/13,carp,5,D,70,0,300
2013,8,8/27/13,carp,5,D,75,0,300
2013,8,8/27/13,carp,5,D,80,0,300
2013,8,8/27/13,carp,5,D,84,0,300
2013,8,8/27/13,carp,6,A,65,0,300
2013,8,8/27/13,carp,6,D,65,0,300
2013,8,8/27/13,carp,6,D,80,0,300
2013,8,8/27/13,carp,6,D,82,0,300
2013,8,8/27/13,carp,7,B,65,0,300
2013,8,8/27/13,carp,7,C,110,0,300
2013,8,8/27/13,carp,7,D,79,0,300
2013,8,8/27/13,carp,8,A,75,0,300
2013,8,8/27/13,carp,9,A,73,0,300
2013,8,8/27/13,carp,9,A,86,0,300
2013,8,8/27/13,carp,9,B,70,0,300
2013,8,8/27/13,carp,9,B,72,0,300
2013,8,8/27/13,carp,9,B,75,0,300
2013,8,8/27/13,carp,9,B,80,0,300
2013,8,8/27/13,carp,9,B,83,0,300
2013,8,8/27/13,carp,9,B,85,0,300
2013,8,8/27/13,carp,9,B,88,0,300
2013,8,8/27/13,carp,9,C,60,0,300
2013,8,8/27/13,carp,9,C,65,0,300
2013,8,8/27/13,carp,9,C,68,0,300
2013,8,8/27/13,carp,9,C,70,0,300
2013,8,8/27/13,carp,9,C,86,0,300
2013,8,8/27/13,carp,9,D,62,0,300
2013,8,8/27/13,carp,9,D,65,0,300
2014,8,8/25/14,carp,1,A,70,0,300
2014,8,8/25/14,carp,1,A,73,0,300
2014,8,8/25/14,carp,1,B,70,0,300
2014,8,8/25/14,carp,1,C,60,0,300
2014,8,8/25/14,carp,1,C,65,0,300
2014,8,8/25/14,carp,1,C,75,0,300
2014,8,8/25/14,carp,1,C,75,0,300
2014,8,8/25/14,carp,1,D,68,0,300
2014,8,8/25/14,carp,1,D,71,0,300
2014,8,8/25/14,carp,1,D,78,0,300
2014,8,8/25/14,carp,1,D,79,0,300
2014,8,8/25/14,carp,1,D,79,0,300
2014,8,8/25/14,carp,2,D,70,0,300
2014,8,8/25/14,carp,2,D,72,0,300
2014,8,8/25/14,carp,2,D,72,0,300
2014,8,8/25/14,carp,2,D,74,0,300
2014,8,8/25/14,carp,2,D,75,0,300
2014,8,8/25/14,carp,2,D,75,0,300
2014,8,8/25/14,carp,2,D,77,0,300
2014,8,8/25/14,carp,2,D,77,0,300
2014,8,8/25/14,carp,2,D,78,0,300
2014,8,8/25/14,carp,2,D,80,0,300
2014,8,8/25/14,carp,2,D,80,0,300
2014,8,8/25/14,carp,2,D,80,0,300
2014,8,8/25/14,carp,2,D,82,0,300
2014,8,8/25/14,carp,2,D,82,0,300
2014,8,8/25/14,carp,2,D,84,0,300
2014,8,8/25/14,carp,2,D,85,0,300
2014,8,8/25/14,carp,2,D,89,0,300
2014,8,8/25/14,carp,2,D,90,0,300
2014,8,8/25/14,carp,2,D,95,0,300
2014,8,8/25/14,carp,4,A,78,0,300
2014,8,8/25/14,carp,4,A,81,0,300
2014,8,8/25/14,carp,4,A,82,0,300
2014,8,8/25/14,carp,4,A,83,0,300
2014,8,8/25/14,carp,4,A,105,0,300
2014,8,8/25/14,carp,4,B,81,0,300
2014,8,8/25/14,carp,4,D,86,0,300
2014,8,8/25/14,carp,5,A,85,0,300
2014,8,8/25/14,carp,5,B,75,0,300
2014,8,8/25/14,carp,5,B,85,0,300
2014,8,8/25/14,carp,5,B,90,0,300
2014,8,8/25/14,carp,5,B,90,0,300
2014,8,8/25/14,carp,5,C,80,0,300
2014,8,8/25/14,carp,5,C,83,0,300
2014,8,8/25/14,carp,5,D,62,0,300
2014,8,8/25/14,carp,5,D,85,0,300
2014,8,8/25/14,carp,5,D,85,0,300
2014,8,8/25/14,carp,6,A,72,0,300
2014,8,8/25/14,carp,6,B,72,0,300
2014,8,8/25/14,carp,6,B,80,0,300
2014,8,8/25/14,carp,6,C,75,0,300
2014,8,8/25/14,carp,6,D,68,0,300
2014,8,8/25/14,carp,6,D,72,0,300
2014,8,8/25/14,carp,6,D,79,0,300
2014,8,8/25/14,carp,6,D,80,0,300
2014,8,8/25/14,carp,6,D,82,0,300
2014,8,8/25/14,carp,6,D,85,0,300
2014,8,8/25/14,carp,6,D,86,0,300
2014,8,8/25/14,carp,7,A,60,0,300
2014,8,8/25/14,carp,7,A,72,0,300
2014,8,8/25/14,carp,7,C,78,0,300
2014,8,8/25/14,carp,7,C,87,0,300
2014,8,8/25/14,carp,8,A,70,0,300
2014,8,8/25/14,carp,8,A,70,0,300
2014,8,8/25/14,carp,8,A,73,0,300
2014,8,8/25/14,carp,8,A,87,0,300
2014,8,8/25/14,carp,8,A,93,0,300
2014,8,8/25/14,carp,8,B,72,0,300
2014,8,8/25/14,carp,8,C,75,0,300
2014,8,8/25/14,carp,8,C,78,0,300
2014,8,8/25/14,carp,8,C,83,0,300
2014,8,8/25/14,carp,9,A,78,0,300
2014,8,8/25/14,carp,9,A,89,0,300
2014,8,8/25/14,carp,9,B,79,0,300
2014,8,8/25/14,carp,9,B,108,1,300
2014,8,8/25/14,carp,9,D,84,0,300
2014,8,8/25/14,carp,9,D,86,0,300
2014,8,8/25/14,carp,9,D,NA,1,300
2014,8,8/26/14,napl,1,A,82,0,300
2014,8,8/26/14,napl,1,A,84,0,300
2014,8,8/26/14,napl,1,B,105,1,300
2014,8,8/26/14,napl,1,C,60,0,300
2014,8,8/26/14,napl,1,C,70,0,300
2014,8,8/26/14,napl,1,C,70,0,300
2014,8,8/26/14,napl,1,C,72,0,300
2014,8,8/26/14,napl,1,C,75,0,300
2014,8,8/26/14,napl,1,C,78,0,300
2014,8,8/26/14,napl,1,C,83,0,300
2014,8,8/26/14,napl,1,C,84,0,300
2014,8,8/26/14,napl,1,C,85,0,300
2014,8,8/26/14,napl,1,D,65,0,300
2014,8,8/26/14,napl,1,D,68,0,300
2014,8,8/26/14,napl,1,D,70,0,300
2014,8,8/26/14,napl,1,D,70,0,300
2014,8,8/26/14,napl,1,D,72,0,300
2014,8,8/26/14,napl,1,D,75,0,300
2014,8,8/26/14,napl,1,D,75,0,300
2014,8,8/26/14,napl,1,D,79,0,300
2014,8,8/26/14,napl,1,D,85,0,300
